author;link;city;deal_type;accommodation_type;floor;floors_count;rooms_count;total_meters;price;district;street;underground;residential_complex;author_type;price_per_m2
Основа;https://www.cian.ru/sale/flat/285083762/;Москва;sale;flat;9;28;1;33.4;12358000;Головинский;Михалковская;Коптево;UNO.Головинские пруды;developer;370000.0
А101;https://www.cian.ru/sale/flat/280245573/;Москва;sale;flat;8;10;1;33.2;9262829;;;Улица Горчакова;Дзен-кварталы ЖК;developer;279000.0
А101;https://www.cian.ru/sale/flat/273050898/;Москва;sale;flat;3;16;1;39.0;10495068;;;Улица Скобелевская;;developer;269104.0
ФСК;https://www.cian.ru/sale/flat/278772116/;Москва;sale;flat;18;22;1;34.7;12274431;Покровское-Стрешнево;Северо-Западный ао;Спартак;Движение Тушино ЖК;developer;353730.0
Доходный дом;https://www.cian.ru/sale/flat/279911027/;Москва;sale;flat;2;23;1;41.6;13621520;Очаково-Матвеевское;;Озёрная;ОМ ЖК;developer;327440.0
NF Group - ex-Knight Frank Russia;https://www.cian.ru/sale/flat/283655536/;Москва;sale;flat;16;21;1;48.0;28930000;Раменки;Мосфильмовская;Ломоносовский проспект;Мосфильмовский;real_estate_agent;602708.0
РосСтройИнвест;https://www.cian.ru/sale/flat/285243992/;Москва;sale;flat;8;17;1;83.8;83111742;Пресненский;Звенигородское шоссе;Улица 1905 года;Дизайнерский дом Eleven;developer;991786.0
РКС Девелопмент;https://www.cian.ru/sale/flat/284984607/;Москва;sale;flat;2;10;1;36.25;14862500;Даниловский;Автозаводская;Тульская;Апарт-комплекс INSIDER;developer;410000.0
Prime Life Development;https://www.cian.ru/sale/flat/284307844/;Москва;sale;flat;22;30;1;46.74;18763874;Нагатино-Садовники;Нагатинская;Нагатинская;1-й Нагатинский;developer;401452.0
Хлебозавод 9;https://www.cian.ru/sale/flat/278751116/;Москва;sale;flat;2;3;1;39.1;10948000;Преображенское;Электрозаводская;Преображенская площадь;Апартаменты Берег Яузы;developer;280000.0
Сити-XXI век;https://www.cian.ru/sale/flat/279205808/;Москва;sale;flat;11;15;1;35.9;17384870;Останкинский;проспект Мира;Алексеевская;Hill8;developer;484258.0
Звездный;https://www.cian.ru/sale/flat/284793741/;Москва;sale;flat;6;22;1;48.6;20008783;Останкинский;проспект Мира;ВДНХ;Сенатор;developer;411703.0
Ташир;https://www.cian.ru/sale/flat/264100689/;Москва;sale;flat;30;32;1;43.5;21402000;Черемушки;Херсонская;Калужская;ONYX Deluxe;developer;492000.0
КОРТРОС;https://www.cian.ru/sale/flat/263219953/;Москва;sale;flat;13;14;1;44.16;25436160;Пресненский;;Шелепиха;Хедлайнер ЖК;developer;576000.0
Абсолют Недвижимость;https://www.cian.ru/sale/flat/268026977/;Москва;sale;flat;22;22;1;37.5;9442830;Некрасовка;Недорубова;Некрасовка;Квартал Некрасовка;representative_developer;251808.0
НеоСтрой;https://www.cian.ru/sale/flat/269462308/;Москва;sale;flat;5;8;1;86.11;147783265;Красносельский;Костянский переулок;Сретенский бульвар;Клубный дом TURGENEV;developer;1716214.0
МССЗ;https://www.cian.ru/sale/flat/280255738/;Москва;sale;flat;10;19;1;45.4;18140932;Нагатинский затон;;Коломенская;Ривер Парк ЖК;developer;399580.0
КРОСТ;https://www.cian.ru/sale/flat/283267833/;Москва;sale;flat;12;19;1;39.5;15128500;Щукино;Расплетина;Октябрьское поле;Театральный квартал;developer;383000.0
Level Group;https://www.cian.ru/sale/flat/284916358/;Москва;sale;flat;14;17;1;35.8;15847074;Басманный;Большая Почтовая;Электрозаводская;Level Бауманская;developer;442655.0
А101;https://www.cian.ru/sale/flat/274079458/;Москва;sale;flat;2;30;1;35.8;9887390;Южное Бутово;;Бунинская аллея;Южные Сады ЖК;developer;276184.0
MR Group;https://www.cian.ru/sale/flat/274970027/;Москва;sale;flat;9;9;1;39.32;25859474;Даниловский;Дубининская;Серпуховская;Павелецкая сити;developer;657667.0
А101;https://www.cian.ru/sale/flat/277903494/;Москва;sale;flat;15;16;1;35.9;9061514;;;Бунинская аллея;;developer;252409.0
БСК-Санкт-Петербург;https://www.cian.ru/sale/flat/283641857/;Москва;sale;flat;8;13;1;75.6;99500000;Арбат;Новый Арбат;Смоленская;Звёзды Арбата;real_estate_agent;1316137.0
Основа;https://www.cian.ru/sale/flat/285081176/;Москва;sale;flat;2;29;1;30.6;10321380;Черемушки;Наметкина;Новые Черёмушки;Nametkin Tower;developer;337300.0
МИЦ;https://www.cian.ru/sale/flat/272604807/;Москва;sale;flat;11;15;1;31.1;8922590;;;Ольховая;;developer;286900.0
КРОСТ;https://www.cian.ru/sale/flat/281862590/;Москва;sale;flat;4;21;1;50.4;13910400;Хорошево-Мневники;Народного Ополчения;Народное Ополчение;Wellton Gold;developer;276000.0
РЕНТАВЕД;https://www.cian.ru/sale/flat/284728539/;Москва;sale;flat;27;33;1;34.5;23995000;Хорошево-Мневники;Причальный проезд;Шелепиха;Level Причальный;real_estate_agent;695507.0
СПЕЦСТРОЙ-1;https://www.cian.ru/sale/flat/284739192/;Москва;sale;flat;6;13;1;32.65;17620562;Дорогомилово;Поклонная;Парк Победы;Поклонная No. 7;developer;539680.0
Level Group;https://www.cian.ru/sale/flat/285198255/;Москва;sale;flat;6;19;1;25.0;16326122;Академический;Профсоюзная;Академическая;Level Академическая;developer;653044.0
St Michael;https://www.cian.ru/sale/flat/282823562/;Москва;sale;flat;7;21;1;35.56;14249950;Хорошевский;Зорге;Зорге;Зорге 9;developer;400729.0
Новые Ватутинки;https://www.cian.ru/sale/flat/281043154/;Москва;sale;flat;2;14;1;41.2;7653312;;;Ольховая;;developer;185760.0
МИЦ;https://www.cian.ru/sale/flat/283072543/;Москва;sale;flat;6;22;1;36.7;10745063;Хорошевский;1-я Магистральная;Хорошёвская;Сити-комплекс Мята;developer;292781.0
Абсолют Недвижимость;https://www.cian.ru/sale/flat/274598937/;Москва;sale;flat;9;12;1;47.0;13787660;;;Рассказовка;;developer;293354.0
Новые Ватутинки;https://www.cian.ru/sale/flat/284961266/;Москва;sale;flat;5;14;1;40.5;9335250;;;Ольховая;;developer;230500.0
ФСК;https://www.cian.ru/sale/flat/279103150/;Москва;sale;flat;9;15;1;35.31;9482147;;;Саларьево;;developer;268539.0
Новые Ватутинки;https://www.cian.ru/sale/flat/283985392/;Москва;sale;flat;3;14;1;41.7;9601675;;;Ольховая;;developer;230255.0
ID 12343552;https://www.cian.ru/sale/flat/284995021/;Москва;sale;flat;5;12;1;35.1;10200000;Головинский;Кронштадтский бульвар;Водный стадион;;realtor;290598.0
Premium Moscow;https://www.cian.ru/sale/flat/285091945/;Москва;sale;flat;4;21;1;44.5;28500000;Пресненский;Мантулинская;Деловой центр;City Park;real_estate_agent;640449.0
СЕДЬМОЕ НЕБО;https://www.cian.ru/sale/flat/284751985/;Москва;sale;flat;8;22;1;38.5;12500000;Марфино;Кашенкин Луг;Фонвизинская;;real_estate_agent;324675.0
ID 38736879;https://www.cian.ru/sale/flat/283215646/;Москва;sale;flat;12;14;1;40.2;8790000;;;Щербинка;;realtor;218656.0
Моментум 24;https://www.cian.ru/sale/flat/269494484/;Москва;sale;flat;1;12;1;35.0;8800000;Бескудниковский;Бескудниковский бульвар;Селигерская;;real_estate_agent;251428.0
МИЦ;https://www.cian.ru/sale/flat/280460507/;Москва;sale;flat;3;28;1;46.97;8049766;Митино;Пятницкое шоссе;Пятницкое шоссе;Сити-комплекс Перец;developer;171381.0
СЕДЬМОЕ НЕБО;https://www.cian.ru/sale/flat/284493640/;Москва;sale;flat;6;9;1;32.0;10500000;Марфино;Академика Комарова;Фонвизинская;;real_estate_agent;328125.0
Донстрой;https://www.cian.ru/sale/flat/285254533/;Москва;sale;flat;10;22;1;46.8;24797916;Хорошево-Мневники;проезд Проектируемый № 1074;Терехово ;Остров;developer;529870.0
CENTURY 21;https://www.cian.ru/sale/flat/284642945/;Москва;sale;flat;24;25;1;36.0;11000000;Солнцево;Боровское шоссе;Говорово;Мещерский лес;real_estate_agent;305555.0
Хлебозавод 9;https://www.cian.ru/sale/flat/278751117/;Москва;sale;flat;2;3;1;33.3;9324000;Преображенское;Электрозаводская;Преображенская площадь;Апартаменты Берег Яузы;developer;280000.0
ПИК;https://www.cian.ru/sale/flat/284624912/;Москва;sale;flat;2;16;1;32.2;7585804;Люблино;;Депо;Люблинский парк ЖК;developer;235583.0
КОРТРОС;https://www.cian.ru/sale/flat/281909385/;Москва;sale;flat;31;51;1;28.88;17790080;Пресненский;Шелепихинский тупик;Шелепиха;Headliner;developer;616000.0
ID 13934758;https://www.cian.ru/sale/flat/283792992/;Москва;sale;flat;10;14;1;31.0;7850000;;;Щербинка;;unknown;253225.0
ПИК;https://www.cian.ru/sale/flat/284667403/;Москва;sale;flat;8;24;1;32.4;8806320;Текстильщики;Юго-Восточный ао;Текстильщики;Волжский Парк ЖК;developer;271800.0
ФСК;https://www.cian.ru/sale/flat/281612912/;Москва;sale;flat;8;16;1;46.2;21030240;Свиблово;Снежная;Свиблово;The Lake;developer;455200.0
Sminex-Интеко;https://www.cian.ru/sale/flat/282212977/;Москва;sale;flat;14;26;1;36.49;16190000;Марфино;Академика Королева;Бутырская;Дом Достижение;developer;443683.0
INSIGMA;https://www.cian.ru/sale/flat/280834472/;Москва;sale;flat;5;8;1;57.0;76494000;Таганский;Большой Николоворобинский переулок;Китай-город;;developer;1342000.0
KR Properties;https://www.cian.ru/sale/flat/282239548/;Москва;sale;flat;3;15;1;48.87;39701988;Пресненский;Столярный переулок;Краснопресненская;Мюр & Мерилиз;developer;812400.0
Forma;https://www.cian.ru/sale/flat/284996923/;Москва;sale;flat;15;21;1;35.6;15838404;Аэропорт;Часовая;Красный Балтиец;SOUL;developer;444898.0
ALVO Group;https://www.cian.ru/sale/flat/281873740/;Москва;sale;flat;17;39;1;41.0;16200000;Раменки;Лобачевского;Аминьевская;Крылья;real_estate_agent;395121.0
KR Properties;https://www.cian.ru/sale/flat/282239531/;Москва;sale;flat;5;15;1;48.87;41114331;Пресненский;Столярный переулок;Краснопресненская;Мюр & Мерилиз;developer;841300.0
ПИК;https://www.cian.ru/sale/flat/285060536/;Москва;sale;flat;3;32;1;32.1;7480712;Митино;Северо-Западный ао;Пятницкое шоссе;Митинский Лес ЖК;developer;233043.0
Восход;https://www.cian.ru/sale/flat/274015383/;Москва;sale;flat;8;17;1;44.3;25346600;Филевский парк;Василисы Кожиной;Филевский парк;AHEAD;developer;572158.0
GRAVION;https://www.cian.ru/sale/flat/284824261/;Москва;sale;flat;6;9;1;54.92;57491169;Якиманка;Ленинский проспект;Октябрьская;CULT (Апартаменты премиум-класса);representative_developer;1046816.0
TEKTA GROUP;https://www.cian.ru/sale/flat/284739847/;Москва;sale;flat;7;20;1;36.9;19970280;Даниловский;проспект Лихачева;Технопарк;Квартал на набережной NOW;developer;541200.0
Основа;https://www.cian.ru/sale/flat/285083507/;Москва;sale;flat;2;31;1;37.98;14007024;Марфино;Ботаническая;Владыкино;VERY;developer;368800.0
